ID,FirstName,LastName,Email,Phone,Department,Position,Salary,StartDate,City,State,Country,EmployeeType,PerformanceScore,YearsExperience,Skills
EMP004866,Lisa,Smith,user4866@company.com,+1-256-180-2339,HR,Manager,144467.77,2019-08-16,Houston,CA,USA,Part-time,4.6,24,JavaScript
EMP004867,Jane,Brown,user4867@company.com,+1-781-215-6818,HR,Specialist,74962.63,2021-03-16,Phoenix,AZ,USA,Contract,3.37,29,"Communication, Python"
EMP004868,Lisa,Jones,user4868@company.com,+1-534-656-9867,HR,Manager,91393.91,2017-01-21,Los Angeles,NY,USA,Part-time,3.47,8,"JavaScript, SQL"
EMP004869,Robert,Miller,user4869@company.com,+1-273-678-9360,IT,Analyst,70312.1,2018-06-24,Houston,AZ,France,Part-time,2.6,22,Python
EMP004870,David,Garcia,user4870@company.com,+1-975-616-5950,HR,Coordinator,109690.33,2019-07-19,New York,CA,UK,Contract,2.74,12,Communication
EMP004871,Lisa,Brown,user4871@company.com,+1-278-590-8770,HR,Developer,57016.19,2017-07-31,Houston,TX,USA,Part-time,3.2,27,Excel
EMP004872,Sarah,Johnson,user4872@company.com,+1-378-174-1888,HR,Analyst,125692.54,2017-09-02,Phoenix,TX,UK,Part-time,4.68,0,JavaScript
EMP004873,Michael,Smith,user4873@company.com,+1-330-983-3926,IT,Coordinator,83554.63,2022-01-15,Chicago,CA,France,Contract,4.09,21,JavaScript
EMP004874,Emily,Johnson,user4874@company.com,+1-729-697-5772,Sales,Developer,45308.23,2021-06-21,New York,PA,France,Full-time,4.41,6,"Python, JavaScript, Excel"
EMP004875,Robert,Jones,user4875@company.com,+1-214-449-3791,Engineering,Specialist,73462.86,2020-04-06,New York,NY,Canada,Full-time,2.85,12,"SQL, Excel"
EMP004876,Jane,Jones,user4876@company.com,+1-565-999-3719,IT,Analyst,137264.82,2025-06-16,Los Angeles,NY,Germany,Intern,3.28,20,"JavaScript, Python"
EMP004877,Emily,Williams,user4877@company.com,+1-779-869-4630,Engineering,Developer,73337.74,2024-03-18,Houston,AZ,France,Contract,4.91,28,"Python, SQL, Excel"
EMP004878,Sarah,Smith,user4878@company.com,+1-373-255-6181,Engineering,Manager,144597.75,2019-05-12,Phoenix,IL,France,Contract,3.14,13,"Python, Excel, Communication"
EMP004879,David,Smith,user4879@company.com,+1-826-501-1629,Engineering,Manager,99890.5,2017-08-26,Chicago,PA,UK,Part-time,3.34,25,Excel
EMP004880,Lisa,Johnson,user4880@company.com,+1-872-589-1088,Sales,Specialist,131091.15,2017-09-04,Phoenix,TX,UK,Part-time,3.03,16,Python
EMP004881,John,Smith,user4881@company.com,+1-492-932-1268,Sales,Analyst,127668.65,2018-07-03,New York,CA,Canada,Part-time,4.71,9,Communication
EMP004882,Lisa,Williams,user4882@company.com,+1-403-212-6892,HR,Specialist,116836.42,2020-09-15,Phoenix,CA,USA,Intern,2.88,15,SQL
EMP004883,Sarah,Jones,user4883@company.com,+1-807-883-7956,Sales,Specialist,61248.28,2018-07-15,Chicago,PA,France,Intern,3.91,18,SQL
EMP004884,Michael,Johnson,user4884@company.com,+1-499-730-8662,HR,Coordinator,121772.49,2025-11-07,Houston,CA,Canada,Part-time,2.54,6,"Communication, Excel"
EMP004885,Robert,Brown,user4885@company.com,+1-754-574-7555,Sales,Developer,64470.82,2018-09-06,New York,IL,Germany,Part-time,3.03,18,"Communication, Excel, Python"
EMP004886,Sarah,Garcia,user4886@company.com,+1-811-917-6573,Finance,Manager,103032.98,2021-06-30,Los Angeles,CA,Canada,Part-time,4.52,22,SQL
EMP004887,Emily,Brown,user4887@company.com,+1-884-520-5955,Marketing,Analyst,115935.23,2019-07-23,Houston,TX,France,Contract,4.22,30,"Python, Communication, SQL"
EMP004888,John,Jones,user4888@company.com,+1-528-966-9210,Engineering,Manager,133816.03,2026-02-19,New York,AZ,Germany,Contract,3.46,2,Excel
EMP004889,Michael,Williams,user4889@company.com,+1-856-920-5276,IT,Specialist,89496.78,2026-01-16,Los Angeles,CA,Germany,Part-time,2.96,2,"JavaScript, Python"
EMP004890,Emily,Miller,user4890@company.com,+1-484-712-8892,Sales,Coordinator,61529.06,2016-03-12,Phoenix,PA,Canada,Intern,4.27,9,JavaScript
EMP004891,David,Garcia,user4891@company.com,+1-729-813-6263,Finance,Coordinator,122805.13,2022-05-07,Houston,TX,Germany,Full-time,4.97,20,"JavaScript, Excel, Python"
EMP004892,David,Jones,user4892@company.com,+1-205-307-8448,Finance,Developer,89073.53,2017-01-31,New York,PA,USA,Contract,4.75,5,Excel
EMP004893,Emily,Smith,user4893@company.com,+1-495-919-8140,Sales,Analyst,70375.95,2023-09-18,Chicago,CA,Canada,Intern,2.52,3,Excel
EMP004894,Robert,Brown,user4894@company.com,+1-630-711-4528,Marketing,Coordinator,67707.48,2020-01-12,Chicago,NY,Germany,Full-time,3.18,16,Communication
EMP004895,Emily,Brown,user4895@company.com,+1-573-384-4872,IT,Developer,75542.57,2019-01-23,Phoenix,PA,Germany,Part-time,3.83,14,"Python, JavaScript"
EMP004896,Robert,Johnson,user4896@company.com,+1-987-958-2056,Marketing,Coordinator,61206.08,2016-09-11,Los Angeles,PA,Canada,Contract,2.92,6,"Python, SQL, Communication"
EMP004897,Sarah,Williams,user4897@company.com,+1-452-275-2714,Finance,Coordinator,81216.31,2026-02-12,Los Angeles,IL,USA,Contract,4.68,1,"SQL, Python, Communication"
EMP004898,David,Williams,user4898@company.com,+1-264-576-8193,Marketing,Developer,55124.4,2026-02-18,Houston,AZ,USA,Full-time,3.54,12,"Python, Excel, JavaScript"
EMP004899,Jane,Johnson,user4899@company.com,+1-413-743-4539,Finance,Analyst,39150.87,2019-09-10,Phoenix,NY,UK,Contract,3.23,6,Communication
EMP004900,John,Johnson,user4900@company.com,+1-347-531-9839,Finance,Developer,44795.6,2021-06-12,New York,CA,UK,Full-time,4.52,16,"SQL, Communication"
EMP004901,Emily,Brown,user4901@company.com,+1-344-194-2497,Marketing,Coordinator,138404.45,2021-10-30,Houston,IL,Germany,Part-time,3.39,9,"JavaScript, Communication"
EMP004902,Michael,Johnson,user4902@company.com,+1-384-640-8722,IT,Manager,128454.89,2025-04-18,New York,AZ,France,Contract,4.22,4,JavaScript
EMP004903,Sarah,Miller,user4903@company.com,+1-426-358-3440,IT,Specialist,55265.07,2019-05-07,Chicago,CA,Germany,Full-time,3.21,23,Python
EMP004904,David,Johnson,user4904@company.com,+1-757-920-7456,HR,Specialist,127105.74,2022-04-09,Houston,NY,France,Full-time,2.86,1,"SQL, JavaScript, Python"
EMP004905,Emily,Jones,user4905@company.com,+1-202-854-9227,Finance,Coordinator,44955.16,2020-08-06,Phoenix,CA,France,Contract,4.87,17,"Excel, Communication, SQL"
EMP004906,Michael,Johnson,user4906@company.com,+1-950-378-2438,Sales,Developer,121358.31,2022-12-30,New York,PA,Canada,Intern,4.79,29,"SQL, Communication, JavaScript"
EMP004907,Robert,Jones,user4907@company.com,+1-546-815-6972,HR,Coordinator,69836.34,2017-06-01,Chicago,AZ,Canada,Intern,4.79,22,"Python, JavaScript"
EMP004908,Lisa,Brown,user4908@company.com,+1-904-871-7047,Finance,Specialist,121138.75,2020-05-04,Phoenix,TX,Canada,Contract,4.78,7,JavaScript
EMP004909,Michael,Garcia,user4909@company.com,+1-374-395-5371,Marketing,Developer,58382.01,2018-02-18,Phoenix,PA,USA,Intern,3.1,25,"SQL, JavaScript"
EMP004910,David,Williams,user4910@company.com,+1-288-100-8269,Engineering,Specialist,117503.1,2022-01-13,Houston,PA,France,Intern,4.59,20,JavaScript
EMP004911,Emily,Brown,user4911@company.com,+1-574-936-1424,IT,Developer,97960.77,2019-02-14,Houston,TX,USA,Contract,4.79,20,"SQL, Excel, Communication"
EMP004912,John,Brown,user4912@company.com,+1-406-255-3503,IT,Manager,105160.5,2025-09-09,Houston,NY,France,Contract,2.63,24,"JavaScript, Excel"
EMP004913,David,Miller,user4913@company.com,+1-375-650-5236,Engineering,Developer,145229.53,2022-12-24,Chicago,TX,USA,Contract,2.83,26,Excel
EMP004914,Robert,Smith,user4914@company.com,+1-593-152-1335,Finance,Analyst,60135.38,2022-03-15,Phoenix,PA,UK,Full-time,3.88,23,"JavaScript, Python"
EMP004915,Sarah,Smith,user4915@company.com,+1-350-581-5286,HR,Coordinator,104800.11,2021-05-01,Chicago,TX,USA,Contract,2.54,10,"SQL, Python, Excel"
EMP004916,Jane,Smith,user4916@company.com,+1-973-269-2993,Marketing,Specialist,47625.64,2024-11-05,Chicago,NY,Germany,Contract,3.58,27,"SQL, Excel"
EMP004917,Emily,Brown,user4917@company.com,+1-224-194-4737,Finance,Analyst,58834.69,2025-08-27,Houston,AZ,Canada,Full-time,3.61,28,Python
EMP004918,Michael,Jones,user4918@company.com,+1-673-251-7588,Engineering,Developer,89939.12,2017-07-08,New York,CA,France,Full-time,2.87,17,SQL
EMP004919,David,Williams,user4919@company.com,+1-336-214-5816,Finance,Coordinator,68064.08,2023-07-22,Chicago,PA,Germany,Part-time,3.26,14,"Python, Communication, JavaScript"
EMP004920,Jane,Smith,user4920@company.com,+1-360-216-3372,IT,Manager,88214.73,2020-09-28,Los Angeles,AZ,UK,Intern,4.13,8,"Python, JavaScript, SQL"
EMP004921,Sarah,Brown,user4921@company.com,+1-555-299-6087,IT,Analyst,131984.09,2021-07-04,Phoenix,TX,France,Full-time,2.58,9,"JavaScript, Communication"
EMP004922,Emily,Jones,user4922@company.com,+1-566-228-5339,Finance,Coordinator,49769.05,2017-10-20,Chicago,TX,Germany,Intern,3.61,18,"SQL, Excel"
EMP004923,John,Garcia,user4923@company.com,+1-593-234-9315,Engineering,Specialist,111541.83,2024-04-09,Chicago,CA,USA,Contract,3.66,10,"Excel, Communication, Python"
EMP004924,Robert,Williams,user4924@company.com,+1-964-271-5788,HR,Analyst,138504.89,2016-11-27,Los Angeles,IL,Canada,Intern,2.6,4,"SQL, Communication, Excel"
EMP004925,Michael,Brown,user4925@company.com,+1-618-215-4888,IT,Specialist,43728.08,2024-12-13,Chicago,CA,France,Intern,3.4,28,"Excel, JavaScript, Python"
EMP004926,Lisa,Williams,user4926@company.com,+1-529-597-2654,Marketing,Specialist,86810.31,2025-03-11,Los Angeles,CA,Canada,Full-time,4.85,0,"Python, Communication, JavaScript"
EMP004927,Sarah,Brown,user4927@company.com,+1-630-519-8980,Finance,Coordinator,50088.43,2018-11-02,New York,TX,UK,Full-time,2.65,13,Communication
EMP004928,Sarah,Williams,user4928@company.com,+1-672-911-3445,HR,Analyst,39010.13,2022-06-09,Houston,CA,USA,Part-time,4.15,5,"SQL, JavaScript, Communication"
EMP004929,John,Johnson,user4929@company.com,+1-705-990-1733,HR,Analyst,103741.02,2025-12-20,Phoenix,IL,Germany,Intern,4.22,2,"JavaScript, Communication"
EMP004930,John,Garcia,user4930@company.com,+1-703-258-9811,Engineering,Manager,49738.39,2025-06-23,Chicago,IL,UK,Part-time,4.0,1,"Python, Excel, Communication"
EMP004931,John,Brown,user4931@company.com,+1-249-688-7887,HR,Manager,80127.98,2024-05-02,Phoenix,TX,USA,Full-time,4.52,23,Communication
EMP004932,Michael,Miller,user4932@company.com,+1-783-376-5549,Marketing,Analyst,91080.77,2019-03-08,Houston,AZ,France,Intern,3.48,11,"JavaScript, SQL"
EMP004933,Lisa,Garcia,user4933@company.com,+1-933-422-2643,Engineering,Manager,91127.98,2025-12-21,Phoenix,CA,Germany,Contract,4.75,25,Excel
EMP004934,John,Jones,user4934@company.com,+1-580-457-9942,Marketing,Developer,82440.65,2021-01-02,New York,IL,France,Full-time,3.29,21,JavaScript
EMP004935,Jane,Johnson,user4935@company.com,+1-380-330-1240,Marketing,Analyst,113530.65,2017-05-16,Houston,CA,UK,Intern,4.59,21,JavaScript
EMP004936,Lisa,Brown,user4936@company.com,+1-996-467-7503,Engineering,Manager,58579.27,2023-02-15,New York,NY,France,Intern,3.24,0,"Python, JavaScript"
EMP004937,Emily,Jones,user4937@company.com,+1-833-246-9135,Engineering,Specialist,68898.13,2024-11-20,Los Angeles,PA,UK,Contract,4.18,6,"SQL, Python"
EMP004938,Michael,Smith,user4938@company.com,+1-438-965-3619,IT,Developer,114021.02,2017-08-21,Houston,CA,USA,Part-time,3.83,5,"SQL, Python"
EMP004939,John,Miller,user4939@company.com,+1-235-479-1214,Finance,Developer,108336.65,2020-05-12,Phoenix,AZ,Germany,Part-time,2.8,5,"Excel, SQL, JavaScript"
EMP004940,John,Brown,user4940@company.com,+1-246-645-9756,IT,Analyst,120759.96,2021-01-29,Chicago,PA,UK,Part-time,2.74,2,"SQL, Excel, Python"
EMP004941,Sarah,Jones,user4941@company.com,+1-766-107-7108,IT,Specialist,48168.6,2017-04-20,Houston,PA,Germany,Contract,3.03,1,"SQL, Python"
EMP004942,Sarah,Garcia,user4942@company.com,+1-981-656-3543,Finance,Specialist,76991.74,2017-03-08,Chicago,TX,Canada,Full-time,4.15,18,"Excel, Communication, Python"
EMP004943,Robert,Williams,user4943@company.com,+1-879-737-1764,Finance,Analyst,43030.82,2016-03-24,Houston,CA,Canada,Contract,3.14,25,"JavaScript, Excel, Python"
EMP004944,Lisa,Brown,user4944@company.com,+1-346-486-5491,Finance,Coordinator,37952.41,2022-12-06,Houston,PA,France,Part-time,3.93,12,Python
EMP004945,John,Williams,user4945@company.com,+1-449-689-7463,HR,Manager,95361.4,2025-01-18,Chicago,PA,France,Full-time,3.04,28,"Communication, Python, Excel"
EMP004946,John,Miller,user4946@company.com,+1-274-996-3112,Marketing,Manager,116269.41,2021-09-03,Houston,NY,USA,Intern,4.15,6,"Python, SQL"
EMP004947,Sarah,Smith,user4947@company.com,+1-259-774-8301,Sales,Analyst,113571.01,2023-06-06,Phoenix,TX,USA,Full-time,2.93,9,"SQL, Excel"
EMP004948,Jane,Smith,user4948@company.com,+1-697-526-4120,HR,Coordinator,140575.16,2017-03-31,New York,AZ,Germany,Intern,3.81,24,Python
EMP004949,Michael,Brown,user4949@company.com,+1-226-378-3445,Sales,Developer,132653.93,2025-11-29,New York,TX,Germany,Part-time,2.64,17,"SQL, JavaScript"
EMP004950,Emily,Miller,user4950@company.com,+1-914-562-2076,Engineering,Coordinator,126805.99,2019-11-17,Los Angeles,IL,UK,Part-time,3.52,10,"SQL, Communication"
EMP004951,David,Jones,user4951@company.com,+1-365-991-7961,HR,Coordinator,135876.87,2019-06-11,Houston,TX,USA,Part-time,4.38,4,"SQL, Communication, Excel"
EMP004952,John,Williams,user4952@company.com,+1-705-277-5621,IT,Manager,42063.93,2025-10-05,Houston,PA,Canada,Full-time,3.19,4,"JavaScript, Communication"
EMP004953,Jane,Smith,user4953@company.com,+1-814-148-7150,IT,Coordinator,117516.29,2025-02-06,Phoenix,IL,Germany,Part-time,3.63,2,"Python, Communication, Excel"
EMP004954,Jane,Smith,user4954@company.com,+1-518-479-4464,IT,Manager,116832.63,2023-06-14,Phoenix,PA,Canada,Part-time,4.47,7,"Python, Communication, Excel"
EMP004955,David,Smith,user4955@company.com,+1-921-606-9344,Engineering,Manager,103198.02,2025-01-11,Chicago,TX,Germany,Contract,4.67,26,"SQL, Excel, JavaScript"
EMP004956,Michael,Jones,user4956@company.com,+1-995-724-9418,IT,Developer,133717.89,2017-08-22,New York,CA,USA,Full-time,3.66,3,JavaScript
EMP004957,Lisa,Jones,user4957@company.com,+1-577-558-2844,Finance,Manager,128803.08,2016-06-10,Los Angeles,NY,USA,Part-time,4.63,22,"Communication, Python, SQL"
EMP004958,David,Williams,user4958@company.com,+1-898-987-5232,Finance,Specialist,37718.77,2025-05-13,Los Angeles,PA,UK,Part-time,4.27,28,"SQL, Python"
EMP004959,Michael,Williams,user4959@company.com,+1-476-311-7465,Engineering,Analyst,120262.12,2016-07-06,Houston,CA,France,Intern,4.21,10,Excel
EMP004960,Emily,Jones,user4960@company.com,+1-832-787-4039,Finance,Developer,141889.5,2017-09-14,Los Angeles,NY,UK,Intern,4.47,24,Python
EMP004961,David,Brown,user4961@company.com,+1-746-583-7345,Marketing,Developer,69907.19,2017-04-23,Phoenix,AZ,Germany,Contract,4.28,23,Communication
EMP004962,David,Johnson,user4962@company.com,+1-233-577-8238,Engineering,Coordinator,41409.77,2016-08-01,Los Angeles,CA,UK,Contract,3.82,9,"SQL, Python, Excel"
EMP004963,David,Jones,user4963@company.com,+1-864-778-8102,Engineering,Manager,129544.87,2018-09-24,Phoenix,CA,UK,Contract,4.29,26,"Communication, Python"
EMP004964,Lisa,Garcia,user4964@company.com,+1-898-470-1235,HR,Analyst,75537.56,2016-06-24,Chicago,NY,France,Part-time,4.55,6,"SQL, JavaScript"
EMP004965,Robert,Brown,user4965@company.com,+1-430-120-1534,Marketing,Analyst,81011.03,2016-04-08,Los Angeles,IL,Germany,Intern,4.31,3,"Python, JavaScript"
EMP004966,Michael,Johnson,user4966@company.com,+1-867-351-1079,IT,Coordinator,44288.44,2018-05-16,Los Angeles,CA,France,Intern,4.28,29,"Communication, Excel"
EMP004967,Michael,Johnson,user4967@company.com,+1-294-647-7572,IT,Coordinator,115835.32,2022-07-13,Houston,TX,Germany,Contract,4.62,24,SQL
EMP004968,John,Miller,user4968@company.com,+1-324-347-8426,IT,Developer,51974.56,2023-11-18,Phoenix,IL,Germany,Contract,2.87,2,"JavaScript, Excel"
EMP004969,Jane,Williams,user4969@company.com,+1-707-895-3846,Finance,Specialist,98754.65,2021-03-13,New York,CA,Germany,Part-time,3.26,16,"SQL, JavaScript, Excel"
EMP004970,Michael,Brown,user4970@company.com,+1-945-686-3289,Sales,Developer,102152.46,2025-08-17,Chicago,AZ,Germany,Contract,4.59,15,"Python, SQL"
EMP004971,Robert,Jones,user4971@company.com,+1-676-267-9511,Marketing,Manager,94997.27,2018-10-23,New York,TX,Germany,Full-time,4.89,30,"Excel, Python, Communication"
EMP004972,Jane,Smith,user4972@company.com,+1-562-124-6719,IT,Coordinator,52940.3,2022-03-01,Los Angeles,AZ,USA,Contract,4.4,10,JavaScript
EMP004973,Robert,Johnson,user4973@company.com,+1-686-847-8619,Marketing,Manager,57452.64,2021-05-01,New York,PA,UK,Full-time,3.84,5,"Python, Communication"
EMP004974,Emily,Miller,user4974@company.com,+1-874-661-5540,Sales,Analyst,144828.43,2024-06-01,Chicago,TX,Germany,Full-time,2.83,29,JavaScript
EMP004975,Michael,Johnson,user4975@company.com,+1-718-810-5969,Sales,Manager,125178.74,2020-04-10,Houston,NY,Canada,Contract,3.37,14,"SQL, JavaScript, Excel"
EMP004976,Robert,Johnson,user4976@company.com,+1-467-950-1263,Marketing,Manager,142834.33,2020-03-01,New York,PA,Germany,Intern,3.3,22,Excel
EMP004977,Emily,Williams,user4977@company.com,+1-351-791-2049,IT,Coordinator,144767.54,2020-09-13,New York,PA,France,Full-time,3.78,4,"SQL, Python, JavaScript"
EMP004978,Lisa,Brown,user4978@company.com,+1-560-748-9004,Sales,Manager,123204.68,2020-11-02,Los Angeles,NY,France,Part-time,2.55,16,Excel
EMP004979,Emily,Miller,user4979@company.com,+1-761-415-2107,Marketing,Specialist,143132.09,2016-04-24,Phoenix,CA,France,Contract,4.35,4,Communication
EMP004980,Robert,Brown,user4980@company.com,+1-640-871-1342,Engineering,Manager,118531.07,2019-12-23,Los Angeles,CA,USA,Part-time,3.36,10,JavaScript
EMP004981,Emily,Brown,user4981@company.com,+1-911-550-3970,Finance,Coordinator,100427.14,2020-08-04,Houston,NY,UK,Contract,4.46,17,"Communication, JavaScript, Python"
EMP004982,Robert,Garcia,user4982@company.com,+1-664-284-9458,HR,Manager,118647.48,2023-11-01,Los Angeles,NY,USA,Part-time,3.67,29,Excel
EMP004983,John,Williams,user4983@company.com,+1-219-999-2231,HR,Specialist,128234.68,2023-09-07,Chicago,CA,Canada,Contract,3.52,26,JavaScript
EMP004984,Jane,Williams,user4984@company.com,+1-289-658-6952,Marketing,Developer,129175.47,2018-04-01,Los Angeles,CA,France,Intern,3.44,25,"Python, Excel"
EMP004985,Michael,Johnson,user4985@company.com,+1-941-446-1069,Sales,Analyst,105018.47,2024-10-19,Phoenix,TX,Canada,Full-time,4.11,24,"JavaScript, Python, Excel"
EMP004986,Sarah,Miller,user4986@company.com,+1-605-249-1889,Marketing,Specialist,139457.92,2019-06-19,Houston,CA,USA,Part-time,3.49,22,"Excel, Python"
EMP004987,Michael,Jones,user4987@company.com,+1-309-568-2042,Finance,Specialist,59358.07,2022-11-19,Houston,CA,UK,Intern,3.64,7,"SQL, Communication"
EMP004988,Michael,Johnson,user4988@company.com,+1-645-926-5586,IT,Coordinator,57284.6,2023-01-03,Phoenix,AZ,Canada,Contract,4.6,3,"SQL, JavaScript, Excel"
EMP004989,Robert,Brown,user4989@company.com,+1-494-876-1237,Sales,Analyst,62491.95,2021-07-07,Houston,IL,Canada,Intern,4.92,6,"JavaScript, Python, SQL"
EMP004990,Sarah,Garcia,user4990@company.com,+1-888-177-5141,HR,Coordinator,142391.71,2016-11-30,New York,CA,France,Full-time,4.96,30,"SQL, Python, JavaScript"
EMP004991,Robert,Johnson,user4991@company.com,+1-886-694-3135,HR,Manager,35535.61,2021-05-01,Los Angeles,PA,USA,Part-time,3.01,20,Communication
EMP004992,Michael,Williams,user4992@company.com,+1-407-612-8316,Marketing,Analyst,86214.15,2021-08-29,New York,AZ,UK,Part-time,4.35,6,"Communication, SQL"
EMP004993,Michael,Smith,user4993@company.com,+1-537-904-4634,Engineering,Specialist,64408.92,2022-05-28,New York,PA,France,Contract,3.54,5,"JavaScript, Excel, Communication"
EMP004994,Jane,Garcia,user4994@company.com,+1-337-392-8125,IT,Coordinator,129907.65,2018-12-27,Chicago,TX,USA,Contract,3.01,0,Python
EMP004995,Sarah,Brown,user4995@company.com,+1-778-714-1463,Sales,Manager,141448.98,2019-11-12,Chicago,CA,France,Full-time,2.7,21,"Excel, JavaScript, SQL"
EMP004996,Michael,Johnson,user4996@company.com,+1-784-126-4433,Marketing,Specialist,102507.41,2018-08-06,Los Angeles,CA,Germany,Part-time,3.97,5,"SQL, JavaScript"
EMP004997,David,Johnson,user4997@company.com,+1-456-367-3555,Sales,Specialist,137879.29,2021-12-26,Houston,CA,UK,Contract,4.78,13,"Excel, JavaScript"
EMP004998,Jane,Jones,user4998@company.com,+1-883-135-6788,IT,Coordinator,70145.69,2021-12-29,Chicago,NY,UK,Contract,3.31,14,"SQL, Python"
EMP004999,Michael,Miller,user4999@company.com,+1-872-112-8959,Sales,Manager,66604.14,2019-06-27,Chicago,AZ,Canada,Contract,3.96,11,"JavaScript, Excel"
EMP005000,Michael,Garcia,user5000@company.com,+1-364-972-4877,HR,Specialist,148849.56,2018-01-12,Phoenix,AZ,Germany,Contract,3.47,11,"Excel, Communication"
EMP005001,Robert,Jones,user5001@company.com,+1-201-182-2835,Marketing,Manager,118602.54,2018-09-25,Houston,AZ,Canada,Intern,4.09,29,"SQL, Communication"
EMP005002,David,Jones,user5002@company.com,+1-312-980-1542,Finance,Manager,85078.48,2024-09-14,Los Angeles,IL,UK,Full-time,2.85,21,"Excel, JavaScript"
EMP005003,Emily,Johnson,user5003@company.com,+1-551-544-6795,Marketing,Analyst,89178.45,2024-10-03,Houston,IL,France,Part-time,2.7,17,"Python, Communication, JavaScript"
EMP005004,Sarah,Garcia,user5004@company.com,+1-495-809-8064,Finance,Manager,129232.24,2022-07-14,New York,CA,Canada,Contract,4.17,24,"JavaScript, Python, Excel"
EMP005005,John,Williams,user5005@company.com,+1-293-509-5801,Finance,Analyst,107363.13,2016-09-10,Los Angeles,IL,Canada,Intern,4.91,0,"SQL, Python"
EMP005006,Lisa,Brown,user5006@company.com,+1-880-681-2839,Engineering,Coordinator,56311.12,2021-10-20,Phoenix,TX,France,Full-time,4.94,0,"Communication, Python, JavaScript"
EMP005007,Sarah,Jones,user5007@company.com,+1-832-961-6245,IT,Developer,86791.52,2017-06-12,Houston,TX,France,Part-time,3.7,2,"SQL, JavaScript"
EMP005008,Robert,Smith,user5008@company.com,+1-925-345-6835,Marketing,Coordinator,85655.94,2016-03-01,Chicago,IL,Germany,Contract,2.8,6,"JavaScript, Excel, Python"
EMP005009,Jane,Williams,user5009@company.com,+1-434-698-1456,HR,Developer,91120.65,2024-04-08,Chicago,NY,UK,Contract,3.6,12,"Python, JavaScript"
EMP005010,Robert,Garcia,user5010@company.com,+1-654-449-4291,Finance,Coordinator,94465.77,2020-09-10,Phoenix,TX,Canada,Contract,3.98,7,"Excel, Communication"
EMP005011,Lisa,Smith,user5011@company.com,+1-831-641-4129,IT,Coordinator,83587.2,2016-12-28,Los Angeles,TX,Germany,Intern,4.93,13,"Excel, SQL"
EMP005012,Emily,Williams,user5012@company.com,+1-480-794-1731,Engineering,Manager,57934.84,2022-02-26,Houston,IL,USA,Contract,4.27,29,Communication
EMP005013,Emily,Smith,user5013@company.com,+1-826-631-5924,HR,Manager,97926.31,2025-10-12,Chicago,CA,Germany,Contract,3.24,7,"SQL, JavaScript, Python"
EMP005014,David,Smith,user5014@company.com,+1-468-107-6819,HR,Manager,148244.68,2018-05-10,New York,NY,Germany,Intern,4.38,25,"SQL, JavaScript"
EMP005015,Lisa,Williams,user5015@company.com,+1-974-814-8016,HR,Developer,87321.19,2017-10-13,New York,NY,USA,Intern,4.05,15,JavaScript
EMP005016,Michael,Jones,user5016@company.com,+1-952-595-6419,Finance,Analyst,55407.1,2023-10-05,New York,TX,Canada,Intern,3.29,30,"SQL, JavaScript"
EMP005017,Emily,Jones,user5017@company.com,+1-435-638-3675,IT,Manager,62645.72,2019-12-07,Phoenix,NY,Canada,Part-time,3.13,26,"Communication, Excel, Python"
EMP005018,Michael,Garcia,user5018@company.com,+1-245-531-1620,HR,Developer,108544.11,2023-07-19,Phoenix,CA,USA,Contract,3.85,28,Python
EMP005019,Emily,Williams,user5019@company.com,+1-521-742-4175,Marketing,Analyst,75613.47,2017-08-04,Chicago,PA,UK,Part-time,2.89,23,"Python, JavaScript"
EMP005020,John,Johnson,user5020@company.com,+1-817-919-4920,HR,Coordinator,111692.88,2024-11-21,Chicago,NY,France,Part-time,4.97,19,"Communication, SQL, Python"
EMP005021,Sarah,Jones,user5021@company.com,+1-625-131-6710,IT,Specialist,49891.05,2020-11-17,Houston,AZ,France,Part-time,3.06,28,"Communication, SQL"
EMP005022,Lisa,Williams,user5022@company.com,+1-517-130-5030,Engineering,Developer,101209.01,2022-08-28,Phoenix,TX,Canada,Full-time,4.12,14,JavaScript
EMP005023,John,Garcia,user5023@company.com,+1-943-393-1702,HR,Developer,61753.07,2021-05-03,Los Angeles,CA,France,Intern,4.18,9,"SQL, JavaScript"
EMP005024,Robert,Miller,user5024@company.com,+1-847-961-1335,Engineering,Manager,139403.95,2024-07-25,Los Angeles,TX,Germany,Intern,4.99,3,"JavaScript, Excel, Communication"
EMP005025,Jane,Smith,user5025@company.com,+1-674-608-9630,Sales,Coordinator,90941.93,2019-03-16,Los Angeles,PA,UK,Part-time,4.52,0,"JavaScript, Excel"
EMP005026,Jane,Garcia,user5026@company.com,+1-330-157-7990,HR,Manager,105332.18,2025-08-11,Phoenix,NY,UK,Intern,2.61,16,"Excel, JavaScript"
EMP005027,Sarah,Johnson,user5027@company.com,+1-658-969-5170,Engineering,Coordinator,139477.59,2017-04-12,Phoenix,PA,Germany,Intern,4.37,11,"Excel, JavaScript"
EMP005028,John,Williams,user5028@company.com,+1-929-336-8461,Marketing,Developer,131388.47,2023-02-13,New York,PA,USA,Intern,3.31,13,"Excel, SQL"
EMP005029,Lisa,Miller,user5029@company.com,+1-311-154-8788,Engineering,Analyst,128168.19,2025-09-21,Chicago,CA,USA,Contract,4.3,4,SQL
EMP005030,Emily,Miller,user5030@company.com,+1-441-919-2026,Sales,Manager,59267.98,2020-01-08,New York,AZ,France,Intern,2.6,2,"Python, Communication, SQL"
